chromosome,start,end,summit,peakName,untreated_GAF_intensity,RNAi_GAF_intensity,replicate_overlap,ChIPchip_overlap,number_GAGA_Jaspar,Jaspar_strand,Jaspar_hcGAF,location,total_GROseq_reads
chr2L,21622851,21623281,21623135,MACS_peak_690-1,367.78053,470.379353,none,yes,0,no element,no,genic,12.3423328
chr2L,21623291,21624051,21623695,MACS_peak_690-2,13874.4477,7125.90653,both replicates,yes,0,no element,no,promoter,60.93026838
chr2L,21624061,21624480,21624165,MACS_peak_690-3,480.643122,285.66531,replicate 1,yes,0,no element,no,intergenic,15.75637829
chr2L,21628451,21628521,21628470,MACS_peak_691-1,62.7784933,111.138571,replicate 1,yes,0,no element,no,genic,68.4189757
chr2L,21628531,21629021,21628885,MACS_peak_691-2,922.652381,789.539773,replicate 1,yes,1,-,yes,genic,131.8043946
chr2L,21629031,21629631,21629385,MACS_peak_691-3,3255.4334,1466.42766,both replicates,yes,0,no element,no,genic,202.3629993
chr2L,21629641,21630400,21629945,MACS_peak_691-4,7498.47899,3287.25131,both replicates,yes,1,+,yes,promoter,809.6369614
chr2L,21676111,21676281,21676250,MACS_peak_692-1,76.7392804,99.77153,replicate 1,no,0,no element,no,genic,3.118242547
chr2L,21676291,21677271,21676695,MACS_peak_692-2,6634.03637,3096.37028,both replicates,yes,0,no element,no,promoter & genic,27.58106746
chr2L,21677281,21677700,21677485,MACS_peak_692-3,355.982451,480.700034,none,yes,0,no element,no,promoter & genic,92.56628025
chr2L,21682881,21683011,21682885,MACS_peak_693-1,123.508094,288.774816,replicate 1,no,0,no element,no,intergenic,0.7542952
chr2L,21683021,21683501,21683305,MACS_peak_693-2,3212.35849,1140.00783,both replicates,no,1,-,no,intergenic,0.22431685
chr2L,21683511,21684041,21683855,MACS_peak_693-3,2501.36979,1131.18374,replicate 1,no,2,-,no,intergenic,1.212787449
chr2L,21684051,21684290,21684170,MACS_peak_693-4,147.894782,352.286866,replicate 1,no,0,no element,no,promoter,4.688460499
chr2L,21752611,21753001,21752920,MACS_peak_694-1,306.695811,576.888379,none,yes,0,no element,no,genic,51.65441012
chr2L,21753011,21753421,21753260,MACS_peak_694-2,579.649664,507.470186,replicate 1,yes,0,no element,no,genic,55.73154749
chr2L,21753431,21754331,21753845,MACS_peak_694-3,21368.0047,16415.1626,both replicates,yes,1,+,yes,promoter & genic,49.90426132
chr2L,21754341,21754711,21754565,MACS_peak_694-4,586.579901,216.73372,replicate 1,yes,0,no element,no,genic,11.32428655
chr2L,21754751,21754910,21754855,MACS_peak_694-5,69.9471255,60.4191819,none,yes,0,no element,no,genic,7.491182998
chr2L,21793891,21794131,21794045,MACS_peak_695-1,199.522567,162.392719,none,no,0,no element,no,genic,7.572527647
chr2L,21794141,21794501,21794395,MACS_peak_695-2,480.402889,263.115997,replicate 1,yes,0,no element,no,genic,10.78444965
chr2L,21794511,21795161,21794775,MACS_peak_695-3,14134.0067,9295.21851,both replicates,yes,0,no element,no,genic,40.16991039
chr2L,21795171,21795701,21795485,MACS_peak_695-4,6690.4858,3488.76059,both replicates,yes,2,+,yes,promoter,22.20979795
chr2L,21795711,21796170,21795855,MACS_peak_695-5,758.582266,713.038249,replicate 1,no,0,no element,no,promoter,11.7211512
chr2L,21827291,21827701,21827590,MACS_peak_696-1,312.633342,557.32049,replicate 1,yes,0,no element,no,intergenic,86.03151645
chr2L,21827711,21829471,21828555,MACS_peak_696-2,36329.2966,25617.9124,both replicates,yes,10,-,yes,promoter,190.5482146
chr2L,21829481,21830020,21829830,MACS_peak_696-3,577.885156,714.065712,none,yes,0,no element,no,genic,19.01759304
chr2L,21898681,21900230,21899515,MACS_peak_697-1,25842.9578,18857.4965,both replicates,yes,9,-,yes,intergenic,4.158482149
chr2L,21929551,21930091,21929950,MACS_peak_698-1,1009.18536,761.605985,none,no,0,no element,no,intergenic,24.30013561
chr2L,21930101,21930310,21930290,MACS_peak_698-2,39.077413,133.875267,none,no,0,no element,no,intergenic,111.0243187
chr2L,22018381,22018751,22018625,MACS_peak_699-1,290.148416,599.410301,replicate 1,no,0,no element,no,intergenic,0.22431685
chr2L,22018761,22019561,22019165,MACS_peak_699-2,6739.65246,3370.79948,both replicates,no,12,-,no,promoter,0.3771476
chr2L,22023891,22025001,22024385,MACS_peak_700-1,6283.78252,3908.24804,both replicates,no,10,-,no,intergenic,0.448633701
chr2L,22025011,22025160,22025155,MACS_peak_700-2,13.5431566,195.902372,replicate 1,no,0,no element,no,intergenic,0
chr2L,22112511,22113111,22112705,MACS_peak_701-1,886.607901,1000.66796,none,no,0,no element,no,intergenic,5.166669846
chr2L,22113121,22113230,22113150,MACS_peak_701-2,153.485903,206.196028,none,no,0,no element,no,intergenic,4.545488298
chr2L,22133811,22134940,22134265,MACS_peak_702-1,5091.98824,2970.88347,both replicates,yes,2,-,yes,promoter,61.20635478
chr2L,22143031,22143611,22143245,MACS_peak_703-1,549.495309,619.594389,replicate 1,yes,0,no element,no,genic,6.206909448
chr2L,22143621,22143871,22143760,MACS_peak_703-2,304.024641,418.047419,replicate 1,yes,0,no element,no,genic,2.79286395
chr2L,22143881,22144750,22144235,MACS_peak_703-3,4561.07168,2940.95553,both replicates,yes,0,no element,no,genic,7.165804401
chr2L,22145061,22146121,22145725,MACS_peak_704-1,7935.50957,4210.56321,both replicates,yes,1,+,yes,genic,20.25257385
chr2L,22146131,22146411,22146275,MACS_peak_704-2,222.44116,519.180236,replicate 1,yes,0,no element,no,genic,5.065608099
chr2L,22146421,22146700,22146645,MACS_peak_704-3,247.280234,339.528548,none,yes,0,no element,no,genic,6.909435645
chr2L,22147481,22147811,22147655,MACS_peak_705-1,250.61139,765.9459,replicate 1,no,0,no element,no,genic,18.6823559
chr2L,22147821,22148231,22148070,MACS_peak_705-2,724.150432,629.732565,replicate 1,no,0,no element,no,genic,14.60521835
chr2L,22148241,22149291,22148895,MACS_peak_705-3,17189.1571,9496.2224,both replicates,yes,0,no element,no,genic,14.1171505
chr2L,22149301,22149530,22149390,MACS_peak_705-4,201.658362,279.446421,replicate 1,yes,0,no element,no,genic,11.20103145
chr2L,22179461,22179571,22179525,MACS_peak_706-1,158.664013,555.01177,none,no,0,no element,no,genic,32.11669716
chr2L,22179581,22180321,22179850,MACS_peak_706-2,760.789229,1480.55341,none,no,0,no element,no,genic,14.1886366
chr2L,22180331,22180711,22180555,MACS_peak_706-3,313.661707,826.716026,none,no,0,no element,no,genic,31.5152327
chr2L,22180721,22180861,22180775,MACS_peak_706-4,226.578073,395.40594,none,no,0,no element,no,genic,14.0555229
chr2L,22180871,22181311,22181005,MACS_peak_706-5,405.244023,627.231429,none,no,0,no element,no,genic,27.81771907
chr2L,22181321,22181681,22181555,MACS_peak_706-6,404.754707,658.551041,replicate 1,no,0,no element,no,genic,33.43302256
chr2L,22181691,22182101,22181965,MACS_peak_706-7,1803.67505,417.821143,both replicates,no,0,no element,no,genic,35.20784017
chr2L,22182111,22182921,22182465,MACS_peak_706-8,10951.6158,8122.94852,both replicates,no,0,no element,no,genic,7.114035398
chr2L,22182931,22183261,22183070,MACS_peak_706-9,379.916071,574.288124,replicate 1,no,0,no element,no,genic,7.501041546
chr2L,22183271,22183350,22183295,MACS_peak_706-10,164.065852,368.627402,none,no,0,no element,no,genic,15.4926272
chr2L,22250171,22250351,22250255,MACS_peak_707-1,111.595449,334.91823,none,no,0,no element,no,genic,76.66693032
chr2L,22250361,22251011,22250695,MACS_peak_707-2,549.345943,981.754798,none,no,0,no element,no,genic,54.16132928
chr2L,22251021,22251600,22251335,MACS_peak_707-3,837.529845,502.291089,replicate 1,no,2,+,no,genic,9.009631947
chr2L,22255301,22256010,22255585,MACS_peak_708-1,1010.79165,912.744068,none,no,3,+,no,genic,7.644013748
chr2L,22360941,22361530,22361295,MACS_peak_709-1,1113.15469,691.576296,replicate 1,no,2,-,no,genic,17.35864803
chr2L,22377021,22377231,22377140,MACS_peak_710-1,78.5062755,162.573293,none,no,0,no element,no,intergenic,0
chr2L,22377241,22377750,22377425,MACS_peak_710-2,1029.3025,449.227241,none,no,0,no element,no,intergenic,0
chr2L,22443291,22444131,22443705,MACS_peak_711-1,1133.7955,1223.44986,replicate 2,no,0,no element,no,genic,29.48652247
chr2L,22444141,22444411,22444385,MACS_peak_711-2,114.917044,234.37399,replicate 1,no,0,no element,no,genic,23.2081271
chr2L,22444421,22445170,22444655,MACS_peak_711-3,1840.50994,1972.33661,both replicates,no,0,no element,no,genic,10.89536995
chr2L,22648551,22649640,22649155,MACS_peak_712-1,2796.82202,2421.61768,replicate 1,no,0,no element,no,promoter,0.7542952
chr2L,22734641,22735120,22734975,MACS_peak_713-1,1081.96693,1042.96289,none,no,2,-,no,intergenic,0.22431685
chr2L,22843911,22844081,22844060,MACS_peak_714-1,65.4079047,84.3312198,none,no,0,no element,no,intergenic,0.15283075
chr2L,22844091,22844580,22844295,MACS_peak_714-2,641.619532,743.948763,none,no,0,no element,no,intergenic,0.15283075
chr2L,22874891,22875131,22875035,MACS_peak_715-1,162.677337,225.363955,none,no,0,no element,no,genic,90.27629547
chr2L,22875141,22875291,22875190,MACS_peak_715-2,108.062858,251.772475,replicate 2,no,0,no element,no,genic,88.41275088
chr2L,22875301,22875650,22875455,MACS_peak_715-3,384.674147,219.753222,replicate 2,no,0,no element,no,genic,51.23782821
chr2L,22886061,22886760,22886495,MACS_peak_716-1,1487.77607,1247.46706,replicate 1,no,0,no element,no,intergenic,3.485531598
chr2L,22914731,22914941,22914935,MACS_peak_717-1,118.575868,144.779606,none,no,0,no element,no,genic,0
chr2L,22914951,22915190,22915045,MACS_peak_717-2,303.070503,324.164585,none,no,0,no element,no,genic,0
chr2L,22961291,22961331,22961305,MACS_peak_718-1,52.7722174,118.810071,replicate 1,no,0,no element,no,promoter,6.11570625
chr2L,22961341,22962051,22961675,MACS_peak_718-2,2196.67181,1567.4052,replicate 1,no,0,no element,no,intergenic,35.01062295
chr2L,22962061,22962240,22962205,MACS_peak_718-3,70.0580304,210.422142,replicate 1,no,0,no element,no,intergenic,39.78042801
chr2R,73541,73621,73560,MACS_peak_719-1,89.3702929,120.286992,none,no,0,no element,no,intergenic,4.311312899
chr2R,73631,73701,73685,MACS_peak_719-2,80.572324,55.2254682,none,no,0,no element,no,intergenic,2.34423025
chr2R,73711,74220,73935,MACS_peak_719-3,927.970438,848.379971,none,no,2,-,no,intergenic,9.448407099
chr2R,76411,76591,76455,MACS_peak_720-1,73.3765963,143.303905,none,no,0,no element,no,intergenic,0.458492249
chr2R,76601,77140,76880,MACS_peak_720-2,1541.86041,928.435275,replicate 1,no,0,no element,no,intergenic,0.458492249
chr2R,100621,100880,100755,MACS_peak_721-1,362.165301,170.406203,none,no,0,no element,no,intergenic,0.15283075
chr2R,147531,148181,147765,MACS_peak_722-1,622.021337,671.968819,none,no,0,no element,no,intergenic,0.7542952
chr2R,148191,148761,148395,MACS_peak_722-2,3192.28797,2201.39197,both replicates,no,1,+,no,intergenic,6.909435645
chr2R,148771,149660,149030,MACS_peak_722-3,2164.13619,2509.98415,replicate 1,no,0,no element,no,intergenic,26.48167656
chr2R,149741,150041,149915,MACS_peak_723-1,1718.53262,756.527206,none,no,0,no element,no,intergenic,2.03856875
chr2R,150051,150240,150110,MACS_peak_723-2,1068.83573,446.931127,none,no,0,no element,no,intergenic,0.3056615
chr2R,157861,158021,157875,MACS_peak_724-1,43.0228055,44.5003653,replicate 1,no,0,no element,no,intergenic,2.119913399
chr2R,158031,158810,158315,MACS_peak_724-2,2013.21747,1349.81619,replicate 1,no,1,+,no,intergenic,2.03856875
chr2R,159281,159660,159425,MACS_peak_725-1,440.148025,270.683224,none,no,3,-,no,intergenic,35.16345343
chr2R,482701,483120,482835,MACS_peak_726-1,404.467279,481.872454,none,no,0,no element,no,genic,138.0705005
chr2R,668351,668581,668425,MACS_peak_727-1,172.284523,182.680075,replicate 1,yes,0,no element,no,intergenic,33.91861422
chr2R,668591,669081,668850,MACS_peak_727-2,1511.8468,853.499882,replicate 1,yes,1,-,yes,intergenic,31.23914695
chr2R,669091,669240,669175,MACS_peak_727-3,49.6300704,118.514738,replicate 1,yes,0,no element,no,intergenic,18.0710329
chr2R,1029001,1029500,1029385,MACS_peak_728-1,460.630905,609.134354,none,no,2,+,no,intergenic,0.52997835
chr2R,1259881,1260430,1260165,MACS_peak_729-1,511.649344,679.68467,none,no,1,-,no,intergenic,5.953016952
chr2R,1551511,1552201,1551955,MACS_peak_730-1,2114.71647,532.960452,replicate 1,no,2,-,no,intergenic,6.512570947
chr2R,1552211,1552640,1552505,MACS_peak_730-2,339.452756,337.375249,replicate 1,no,0,no element,no,intergenic,2.34423025
chr2R,1578811,1579151,1579005,MACS_peak_731-1,278.445418,343.390797,replicate 1,yes,0,no element,no,promoter & genic,149.0053048
chr2R,1579161,1579830,1579485,MACS_peak_731-2,8017.1474,3821.81973,both replicates,yes,0,no element,no,promoter,21.30267182
chr2R,1614001,1614241,1614105,MACS_peak_732-1,189.374625,95.9765337,replicate 1,yes,0,no element,no,genic,333.2751683
chr2R,1614251,1615010,1614515,MACS_peak_732-2,3870.19975,1445.00482,both replicates,yes,0,no element,no,promoter,103.387732
chr2R,1660221,1660441,1660240,MACS_peak_733-1,53.5627736,131.896189,both replicates,yes,0,no element,no,intergenic,27.49972285
chr2R,1660451,1661081,1660705,MACS_peak_733-2,10382.8651,5404.15807,both replicates,yes,11,-,yes,intergenic,54.5212362
chr2R,1661091,1661260,1661235,MACS_peak_733-3,61.2730474,115.983994,replicate 1,no,0,no element,no,intergenic,26.70351723
chr2R,1668821,1669541,1669405,MACS_peak_734-1,2971.34951,1231.07942,replicate 1,yes,0,no element,no,genic,17.5509131
chr2R,1669551,1670151,1669895,MACS_peak_734-2,12962.3759,7259.35242,both replicates,yes,1,+,yes,genic,28.83576536
chr2R,1670161,1671090,1670405,MACS_peak_734-3,9631.83612,5337.91027,both replicates,yes,1,+,yes,promoter,134.9226825
chr2R,1869361,1870141,1869745,MACS_peak_735-1,2243.16546,2115.44388,replicate 1,no,1,+,no,genic,28.95654425
chr2R,1870151,1870260,1870175,MACS_peak_735-2,193.235203,312.397013,replicate 1,no,0,no element,no,genic,14.14672615
chr2R,1879651,1879721,1879665,MACS_peak_736-1,107.043964,172.605177,none,no,0,no element,no,genic,10.05973005
chr2R,1879731,1880611,1880335,MACS_peak_736-2,6693.47678,2793.13031,both replicates,no,2,+,no,genic,12.0982988
chr2R,1880621,1880770,1880730,MACS_peak_736-3,83.7209198,133.951707,replicate 1,no,0,no element,no,genic,20.42512169
chr2R,1881301,1882230,1881705,MACS_peak_737-1,2172.66085,1452.54736,replicate 1,no,1,-,no,genic,12.07858171
chr2R,1900711,1900801,1900735,MACS_peak_738-1,85.4627388,173.566761,replicate 1,yes,0,no element,no,intergenic,50.19758861
chr2R,1900811,1901840,1901205,MACS_peak_738-2,1909.82833,1918.42461,replicate 1,yes,0,no element,no,promoter,332.5824554
chr2R,1910041,1910121,1910070,MACS_peak_739-1,97.3629433,259.343716,replicate 1,yes,0,no element,no,genic,12.15006781
chr2R,1910131,1911320,1910685,MACS_peak_739-2,9624.58422,3391.26019,both replicates,yes,1,-,yes,promoter,87.56972761
chr2R,1922681,1922921,1922775,MACS_peak_740-1,162.212229,388.619342,replicate 1,no,0,no element,no,genic,7.0228322
chr2R,1922931,1923171,1923080,MACS_peak_740-2,314.65784,152.697533,replicate 1,no,0,no element,no,promoter,22.57708687
chr2R,1923181,1923390,1923245,MACS_peak_740-3,201.618289,118.922949,replicate 1,no,0,no element,no,promoter,43.82798965
chr2R,1940011,1940720,1940385,MACS_peak_741-1,999.106671,958.343581,none,no,0,no element,no,genic,1.1314428
chr2R,1976631,1977180,1976875,MACS_peak_742-1,549.682037,625.554769,none,yes,0,no element,no,intergenic,12.59870151
chr2R,1989641,1990650,1990095,MACS_peak_743-1,2738.97075,2019.98941,both replicates,yes,4,-,yes,genic,4.841291249
chr2R,1997611,1997921,1997790,MACS_peak_744-1,290.657812,319.603446,none,yes,0,no element,no,genic,7.266866148
chr2R,1997931,1998321,1998050,MACS_peak_744-2,348.792489,191.864443,none,yes,0,no element,no,genic,8.316964298
chr2R,1998331,1998541,1998505,MACS_peak_744-3,165.727728,237.326777,replicate 1,yes,0,no element,no,genic,8.326822847
chr2R,1998551,1998981,1998705,MACS_peak_744-4,588.799716,556.034233,replicate 1,yes,0,no element,no,genic,9.081118047
chr2R,1998991,1999040,1999025,MACS_peak_744-5,41.0893046,100.687472,replicate 1,no,0,no element,no,genic,6.675260246
chr2R,2006131,2006671,2006475,MACS_peak_745-1,458.41028,555.67492,replicate 1,yes,1,-,yes,genic,10.21256085
chr2R,2006681,2007481,2006960,MACS_peak_745-2,6487.00569,2448.89106,both replicates,yes,5,-,yes,genic,4.291595802
chr2R,2007491,2008861,2008075,MACS_peak_745-3,13698.6942,6003.25801,both replicates,yes,4,+,yes,genic,12.31275715
chr2R,2008871,2008910,2008885,MACS_peak_745-4,60.3224396,97.2148822,none,yes,0,no element,no,genic,11.97504374
chr2R,2019041,2020101,2019635,MACS_peak_746-1,16063.9704,7267.39081,both replicates,yes,1,+,yes,promoter & genic,1.947365552
chr2R,2020111,2020381,2020245,MACS_peak_746-2,273.278676,53.4110167,replicate 1,yes,0,no element,no,genic,1.28427355
chr2R,2020391,2020811,2020665,MACS_peak_746-3,3497.62452,1943.94133,both replicates,yes,2,+,yes,genic,1.8142519
chr2R,2020821,2021481,2021135,MACS_peak_746-4,9704.07912,3994.24864,both replicates,yes,1,-,yes,genic,0.97861205
chr2R,2021491,2021661,2021565,MACS_peak_746-5,133.564531,32.8681726,replicate 1,yes,0,no element,no,genic,1.365618199
chr2R,2021671,2022351,2022125,MACS_peak_746-6,1793.71593,857.958901,both replicates,yes,1,+,yes,genic,2.79286395
chr2R,2022361,2022411,2022375,MACS_peak_746-7,135.169131,151.610286,replicate 1,yes,0,no element,no,genic,2.802722499
chr2R,2022421,2022920,2022665,MACS_peak_746-8,628.892403,649.563077,replicate 1,yes,0,no element,no,genic,3.271073297
chr2R,2025681,2025951,2025835,MACS_peak_747-1,255.109078,112.963348,none,yes,0,no element,no,genic,1.212787449
chr2R,2025961,2026920,2026425,MACS_peak_747-2,1801.17058,772.920901,replicate 1,yes,0,no element,no,genic,1.580076501
chr2R,2028501,2029211,2028855,MACS_peak_748-1,751.920994,888.593737,replicate 1,yes,0,no element,no,genic,5.371269599
chr2R,2029221,2029970,2029400,MACS_peak_748-2,1063.30897,709.667222,replicate 1,yes,0,no element,no,genic,3.924306706
chr2R,2029991,2030701,2030395,MACS_peak_749-1,806.248573,937.796727,none,no,1,+,no,genic,1.1314428
chr2R,2030711,2030921,2030825,MACS_peak_749-2,105.59968,57.3837823,none,no,0,no element,no,promoter & genic,0.988470599
chr2R,2030931,2031430,2031135,MACS_peak_749-3,522.075055,473.019917,none,yes,0,no element,no,genic,0.825781301
chr2R,2031961,2032121,2031990,MACS_peak_750-1,48.5214371,54.65146,replicate 1,yes,0,no element,no,genic,1.202928901
chr2R,2032131,2032541,2032345,MACS_peak_750-2,936.772427,561.08355,replicate 1,yes,0,no element,no,genic,1.580076501
chr2R,2032551,2032751,2032685,MACS_peak_750-3,166.877108,283.568482,replicate 1,yes,0,no element,no,genic,0.988470599
chr2R,2032761,2033471,2033075,MACS_peak_750-4,2154.57634,1682.42289,replicate 1,yes,0,no element,no,genic,0.7542952
chr2R,2033481,2034140,2033670,MACS_peak_750-5,1415.72477,589.776184,both replicates,yes,0,no element,no,genic,3.17001155
chr2R,2034341,2034771,2034680,MACS_peak_751-1,382.403771,464.069679,none,yes,0,no element,no,genic,0.988470599
